age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,manager_comments
40,Local-gov,289403,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1887,40,,>50K,Behavioral concern raised by colleague [PERSON_7ad77bf4]. Manager [PERSON_4c594bde] ([EMAIL]) to follow up by 2025-01-28. Reference ticket HR-76467.
18,Private,170544,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,"Annual review for [PERSON_df8c3493]: solid contributor, no concern. Manager: [PERSON_bbc3edab], contact [EMAIL]."
17,Private,151141,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,Strong year for [PERSON_94bcb1b4]. Bonus wired to account [IBAN]. Validated by [PERSON_f768cc9c] on 2025-05-24.
54,Private,182187,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024,0,38,Jamaica,>50K,Onboarding complete for [PERSON_30032180]. Buddy assigned: [PERSON_76c4fe97] ([EMAIL]). No issues.
32,Private,200246,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Behavioral concern raised by colleague [PERSON_aebd7cf1]. Manager [PERSON_3403870e] ([EMAIL]) to follow up by 2025-05-31. Reference ticket HR-39728.
50,Self-emp-inc,304955,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,Strong year for [PERSON_8cab71ec]. Bonus wired to account [IBAN]. Validated by Mr. [PERSON_e59d82e9] on 2025-05-12.
30,Private,236861,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K,Behavioral concern raised by colleague [PERSON_d472f9b1]. Manager [PERSON_fbd16f2d] ([EMAIL]) to follow up by 2025-02-03. Reference ticket HR-85434.
21,,405684,HS-grad,9,Never-married,,Other-relative,White,Male,0,0,35,Mexico,<=50K,[PERSON_bd186a3e] requested a transfer. Approved by [PERSON_71e7298c]. Reach them at [PHONE] for handover. Ticket HR-56847.
43,Private,289669,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,2547,40,United-States,>50K,Strong year for [PERSON_3418e1a9]. Bonus wired to account [IBAN]. Validated by [PERSON_b5b7a8ed] on 2025-06-28.
51,Private,197163,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,50,United-States,>50K,Onboarding complete for [PERSON_d9fe6d29]. Buddy assigned: [PERSON_41ec9340] ([EMAIL]). No issues.
54,Private,286989,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,[PERSON_aa392003] requested a transfer. Approved by [PERSON_6437ca77]. Reach them at [PHONE] for handover. [PERSON_2117cb4e].
21,Private,283969,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K,"[PERSON_e003818d] on extended leave since 2025-08-03. Backfill discussed with [PERSON_da9adc2c], [PHONE]."
46,Federal-gov,212120,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,Strong year for [PERSON_11d3e158]. Bonus wired to account [IBAN]. Validated by [PERSON_d273e4e5] on 2025-09-09.
46,Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,"[PERSON_83abef9f] is a strong promotion candidate this year. Discussed with HR ([PERSON_652f6cb8], [PHONE]). Budget pre-approved on account [IBAN]."
29,Private,263855,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,Dr. [PERSON_f1e5d39e] flagged a conflict with [PERSON_69132299]. Mediation scheduled. HR follow-up: [EMAIL].
53,State-gov,246820,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,"[PERSON_ccbd21b6] on extended leave since 2025-08-21. Backfill discussed with [PERSON_66e3ccf5], [PHONE]."
44,Private,121130,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,"Annual review for Christian Douglas: solid contributor, no concern. Manager: [PERSON_9269324c], contact [EMAIL]."
42,Private,33521,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,"Mr. [PERSON_ead25a48] is a strong promotion candidate this year. Discussed with HR ([PERSON_2b842d9a], [PHONE]). Budget pre-approved on account [IBAN]."
27,Private,158156,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,<=50K,Mobilité demandée par [PERSON_982cf7d2]. Validée par [PERSON_07fb421b]-10-03. Ticket HR-82612.
81,Private,98116,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,"[PERSON_e0148b0c] is a strong promotion candidate this year. Discussed with HR ([PERSON_c6c1c1b8], [PHONE]). Budget pre-approved on account [IBAN]."
37,Private,182668,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,"[PERSON_83a4c95d] on extended leave since 2025-01-12. Backfill discussed with [PERSON_c3ffc5e7], [PHONE]."
32,Private,273241,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,Strong year for [PERSON_5d0af431]. Bonus wired to account [IBAN]. Validated by [PERSON_30c46012] on 2025-02-18.
48,Private,440706,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for Rose Washington. Action plan owned by [PERSON_5e67945a]. Ticket HR-73957.
63,Private,28334,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,[PERSON_f85ce2b7] requested a transfer. Approved by [PERSON_747541a0]. Reach them at [PHONE] for handover. Ticket HR-18525.
33,Local-gov,194901,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,"Annual review for [PERSON_806deb08]: solid contributor, no concern. Manager: [PERSON_1a3dbfa5], contact [EMAIL]."
19,Private,170800,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K,PIP opened 2025-04-25. Coaching assigned to [PERSON_3492e41c] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_3967e082].
48,Private,115585,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,[PERSON_59eee0ca] requested a transfer. Approved by [PERSON_682a269b]. Reach them at [PHONE] for handover. Ticket HR-62128.
27,Self-emp-not-inc,300777,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K,Onboarding complete for [PERSON_53c3f6dc]. Buddy assigned: [PERSON_a06a967b] ([EMAIL]). No issues.
50,Federal-gov,299831,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,<=50K,Strong year for [PERSON_a046778b]. Bonus wired to account [IBAN]. Validated by [PERSON_1660ced8] on 2025-05-19.
45,Private,170871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,>50K,"[PERSON_bd6dfccb] on extended leave since 2025-01-18. Backfill discussed with [PERSON_e7603348], [PHONE]."
35,Private,82552,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,"Annual review for [PERSON_db8636b7]: solid contributor, no concern. Manager: [PERSON_1bf778f4], contact [EMAIL]."
32,Private,176998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,"[PERSON_2c24ee87] on extended leave since 2025-07-27. Backfill discussed with [PERSON_b0e4d5f5], [PHONE]."
35,Private,105803,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,[PERSON_c28b21e9] requested a transfer. Approved by [PERSON_e4596a97]. Reach them at [PHONE] for handover. Ticket HR-57589.
46,Federal-gov,33794,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K,[PERSON_80ba561c] flagged a conflict with [PERSON_1a7d8b0e]. Mediation scheduled. HR follow-up: [EMAIL].
36,Private,177907,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K,Behavioral concern raised by colleague [PERSON_52212845]. Manager Mr. [PERSON_4ea5b3a6] ([EMAIL]) to follow up by 2025-03-07. Reference ticket HR-04152.
38,Private,149419,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,[PERSON_1b9f9c11] requested a transfer. Approved by [PERSON_0f5243ad]. Reach them at [PHONE] for handover. Ticket HR-34385.
41,Private,174189,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON_f5515c08]. Manager [PERSON_de49a51b] ([EMAIL]) to follow up by 2025-02-17. Reference ticket HR-27087.
51,Private,269080,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,"Annual review for Makayla Evans: solid contributor, no concern. Manager: [PERSON_64949971], contact [EMAIL]."
41,Private,130126,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,>50K,Strong year for [PERSON_b74e7ae9]. Bonus wired to account [IBAN]. Validated by [PERSON_f8e38967] on 2025-11-19.
49,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for [PERSON_d5be3ff5]. Action plan owned by [PERSON_3e213fec]. Ticket HR-98053.
20,Private,284737,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,Behavioral concern raised by colleague [PERSON_782bd4e9]. Manager [PERSON_3396b8bf] ([EMAIL]) to follow up by 2025-07-01. Reference ticket HR-58698.
40,Private,239708,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,Alerte comportementale signalée par [PERSON_c8ca9673] au sujet de René du Normand. Suivi [PERSON_b78fa2e7] : [EMAIL].
36,Private,398931,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States,>50K,Onboarding complete for [PERSON_f267444b]. Buddy assigned: [PERSON_bc5e2e20] ([EMAIL]). No issues.
44,Local-gov,83286,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,"Annual review for [PERSON_a2480e79]: solid contributor, no concern. Manager: [PERSON_0db4a2ca], contact [EMAIL]."
47,Private,138107,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2258,40,United-States,>50K,Behavioral concern raised by colleague [PERSON_8b3275c2]. Manager [PERSON_20086206] ([EMAIL]) to follow up by 2025-07-23. Reference ticket HR-55980.
63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K,Performance below target for [PERSON_e0d38288]. Action plan owned by [PERSON_ab1e3cc7]. Ticket HR-19626.
21,Private,197387,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,[PERSON_80c952d3] requested a transfer. Approved by [PERSON_6daa0397]. Reach them at [PHONE] for handover. Ticket HR-43507.
62,Private,345780,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,Behavioral concern raised by colleague [PERSON_57f629c7]. Manager [PERSON_52bf9d40] ([EMAIL]) to follow up by 2025-04-26. Reference ticket HR-23465.
56,Federal-gov,67153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Portugal,>50K,"Annual review for [PERSON_6de9ef18]: solid contributor, no concern. Manager: [PERSON_685b9630], contact [EMAIL]."
30,Private,67187,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0,0,8,United-States,<=50K,Onboarding complete for [PERSON_1010208c]. Buddy assigned: [PERSON_b0ab46ee] ([EMAIL]). No issues.
40,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,Cambodia,>50K,Strong year for April Oliver. Bonus wired to account [IBAN]. Validated by [PERSON_a5ccd7b4] on 2025-02-18.
36,Private,188571,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,"[PERSON_ade0eef5] on extended leave since 2025-08-29. Backfill discussed with [PERSON_9b8287bd], [PHONE]."
48,Private,254809,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,1594,32,United-States,<=50K,Performance below target for [PERSON_cd9ca756]. Action plan owned by [PERSON_3d9c9457]. Ticket HR-47895.
19,Private,60661,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,<=50K,"[PERSON_9efe0bb3] on extended leave since 2025-02-16. Backfill discussed with [PERSON_1eab77ba], [PHONE]."
35,Private,178948,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K,Performance below target for [PERSON_6f5a9b79]. Action plan owned by [PERSON_2347767e]. Ticket HR-93609.
48,Private,33669,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,Behavioral concern raised by colleague [PERSON_3d39e312]. Manager [PERSON_9d56957c] ([EMAIL]) to follow up by 2025-01-27. Reference ticket HR-16653.
45,Federal-gov,320818,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,RAS pour [PERSON_99c95ba6] cette année. Manager : [PERSON_32ce7cda].
59,Private,200700,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,48,United-States,>50K,PIP opened 2025-01-29. Coaching assigned to [PERSON_652134f4] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_9e4934f7].
43,Private,462180,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K,"Annual review for [PERSON_b7a3ec1d]: solid contributor, no concern. Manager: [PERSON_4917e52b], contact [EMAIL]."
67,Self-emp-inc,112318,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Performance below target for [PERSON_cdd02132]. Action plan owned by [PERSON_fc857a05]. Ticket HR-03203.
36,Private,116358,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K,Performance below target for [PERSON_f91596da]. Action plan owned by [PERSON_c73afad1]. Ticket HR-91986.
48,Private,237525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States,>50K,"[PERSON_d222e6e2] on extended leave since 2025-03-10. Backfill discussed with [PERSON_2680633b], [PHONE]."
19,,182609,HS-grad,9,Never-married,,Own-child,Black,Female,0,0,25,United-States,<=50K,Strong year for [PERSON_731f5501]. Bonus wired to account [IBAN]. Validated by [PERSON_eacf3440] on 2025-06-20.
58,Self-emp-inc,183870,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50K,Strong year for [PERSON_b81fab56]. Bonus wired to account [IBAN]. Validated by [PERSON_9f3135b7] on 2025-03-17.
31,Self-emp-not-inc,204052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Performance below target for [PERSON_f7b3b71e]. Action plan owned by [PERSON_214c285c]. Ticket HR-29176.
37,Private,118486,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,4934,0,32,United-States,>50K,Behavioral concern raised by colleague [PERSON_620cd89f]. Manager [PERSON_3f5ce8f5] ([EMAIL]) to follow up by 2025-12-25. Reference ticket HR-40053.
36,Private,188069,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,Mobilité demandée par [PERSON_796f4199]. [PERSON_db2f0b77] 2025-02-01. Ticket HR-05585.
42,Self-emp-not-inc,96524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,Behavioral concern raised by colleague [PERSON_9f23464c]. Manager [PERSON_341d0a10] ([EMAIL]) to follow up by 2025-05-20. Reference ticket HR-53672.
23,Private,193586,Some-college,10,Separated,Farming-fishing,Other-relative,White,Female,0,0,40,United-States,<=50K,"[PERSON_5f140606] : bon élément. Référent : [PERSON_a53b4b1d], joignable au [PHONE]."
50,Self-emp-not-inc,29231,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,Strong year for [PERSON_8489f2d4]. Bonus wired to account [IBAN]. Validated by [PERSON_458eb106] on 2025-06-09.
56,State-gov,274111,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United-States,<=50K,[PERSON_b14abef7] requested a transfer. Approved by [PERSON_ae722340]. Reach them at [PHONE] for handover. Ticket HR-66789.
27,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,United-States,<=50K,[PERSON_c296aff2] flagged a conflict with [PERSON_b20b7d13]. Mediation scheduled. HR follow-up: [EMAIL].
29,Private,207064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,[PERSON_840d556a] requested a transfer. Approved by [PERSON_502a3548]. Reach them at [PHONE] for handover. Ticket HR-61022.
42,Private,201732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,PIP opened 2025-07-06. Coaching assigned to [PERSON_0319f8ab] ([EMAIL]). Review in 90 days. Confidential — HR contact: [PERSON_04dc20de].
24,Private,22201,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K,Onboarding complete for [PERSON_acbaba5d]. Buddy assigned: [PERSON_66e35f07] ([EMAIL]). No issues.
30,Private,55291,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,[PERSON_475eede5] requested a transfer. Approved by [PERSON_d177da79]. Reach them at [PHONE] for handover. Ticket HR-15516.
43,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,"[PERSON_98eb0f4c] on extended leave since 2025-10-11. Backfill discussed with [PERSON_af9eecb0], [PHONE]."
22,State-gov,186634,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,"[PERSON_848f47c1] on extended leave since 2025-05-12. Backfill discussed with [PERSON_17a2d73d], [PHONE]."
50,Private,128478,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K,"[PERSON_cded1e53] on extended leave since 2025-05-01. Backfill discussed with [PERSON_881f803f], [PHONE]."
20,Private,122649,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,"[PERSON_6f700c58] is a strong promotion candidate this year. Discussed with HR ([PERSON_80088341], [PHONE]). Budget pre-approved on account [IBAN]."
64,Self-emp-not-inc,31826,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,"[PERSON_d3073b3f] on extended leave since 2025-11-14. Backfill discussed with [PERSON_c56caada], [PHONE]."
44,Private,191814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,"[PERSON_f14f48cd] : bon élément. Référent : [PERSON_4c1add9e], joignable au [PHONE]."
